|   Iteraciones |             a |            xm |             b |         f(xm) | Error             |
|            97 |   -1.0671093982 |  -11.1803333246 |  -12.2474  | 6.791077918489142   |
|            98 |  -11.1803333246 |    4.4721320172 |   -6.7082  | 0.9045547778173438  |
|            99 |    4.4721320172 |    0.5590214244 |    5.03115 | 3.500000733758993   |
|           100 |    0.5590214244 |   22.0809918649 |   22.64    | 6.999929559739675   |
|           101 |   22.0809918649 |  -10.4743981740 |   11.6066  | 0.9746831379778644  |



Resultados del metodo de punto fijo para la funcion F -7*log(x) + x - 15 y G 7*log(x) + 15 con un punto inicial de 2.0, con una tolerancia de 5e-05

|   Iteraciones |            Xi |         g(xi) |          f(x) | Error                 |
|---------------|---------------|---------------|---------------|-----------------------|
|             0 |  2.0000000000 | 19.8520302639 | -17.852       | NA                    |
|             1 | 19.8520302639 | 35.9181439754 | -16.0661      | 0.899254636759499     |
|             2 | 35.9181439754 | 40.0686979973 |  -4.15055     | 0.44729799297225215   |
|             3 | 40.0686979973 | 40.8341680164 |  -0.76547     | 0.10358594686872767   |
|             4 | 40.8341680164 | 40.9666342763 |  -0.132466    | 0.018745821363222063  |
|             5 | 40.9666342763 | 40.9893055608 |  -0.0226713   | 0.0032335158164413015 |
|             6 | 40.9893055608 | 40.9931783489 |  -0.00387279  | 0.0005531024292542902 |
|             7 | 40.9931783489 | 40.9938396979 |  -0.000661349 | 9.447396576164008e-05 |
|             8 | 40.9938396979 | 40.9939526290 |  -0.000112931 | 1.613288742499088e-05 |



Resultados del metodo de punto fijo para la funcion F -7*log(x) + x - 15 y G 7*log(x) + 15 con un punto inicial de 2.0, con una tolerancia de 5e-05

|   Iteraciones |            Xi |         g(xi) |          f(x) | Error                  |
|---------------|---------------|---------------|---------------|------------------------|
|             0 |  2.0000000000 | 19.8520302639 | -17.852       | NA                     |
|             1 | 19.8520302639 | 35.9181439754 | -16.0661      | 17.852030263919616     |
|             2 | 35.9181439754 | 40.0686979973 |  -4.15055     | 16.06611371148839      |
|             3 | 40.0686979973 | 40.8341680164 |  -0.76547     | 4.150554021842261      |
|             4 | 40.8341680164 | 40.9666342763 |  -0.132466    | 0.7654700191512589     |
|             5 | 40.9666342763 | 40.9893055608 |  -0.0226713   | 0.13246625987871852    |
|             6 | 40.9893055608 | 40.9931783489 |  -0.00387279  | 0.022671284479102383   |
|             7 | 40.9931783489 | 40.9938396979 |  -0.000661349 | 0.0038727881277935694  |
|             8 | 40.9938396979 | 40.9939526290 |  -0.000112931 | 0.000661349000964151   |
|             9 | 40.9939526290 | 40.9939719128 |  -1.92838e-05 | 0.00011293112292776186 |
|            10 | 40.9939719128 | 40.9939752056 |  -3.29284e-06 | 1.92837942805113e-05   |



Resultados del metodo de punto fijo para la funcion F -7*log(x) + x - 15 y G 7*log(x) + 15 con un punto inicial de 2.0, con una tolerancia de 5e-05

|   Iteraciones |            Xi |         g(xi) |          f(x) | Error                 |
|---------------|---------------|---------------|---------------|-----------------------|
|             0 |  2.0000000000 | 19.8520302639 | -17.852       | NA                    |
|             1 | 19.8520302639 | 35.9181439754 | -16.0661      | 0.899254636759499     |
|             2 | 35.9181439754 | 40.0686979973 |  -4.15055     | 0.44729799297225215   |
|             3 | 40.0686979973 | 40.8341680164 |  -0.76547     | 0.10358594686872767   |
|             4 | 40.8341680164 | 40.9666342763 |  -0.132466    | 0.018745821363222063  |
|             5 | 40.9666342763 | 40.9893055608 |  -0.0226713   | 0.0032335158164413015 |
|             6 | 40.9893055608 | 40.9931783489 |  -0.00387279  | 0.0005531024292542902 |
|             7 | 40.9931783489 | 40.9938396979 |  -0.000661349 | 9.447396576164008e-05 |
|             8 | 40.9938396979 | 40.9939526290 |  -0.000112931 | 1.613288742499088e-05 |



Resultados del metodo de la regla falsa para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |   b |            xm |         f(m) |       Error |
|---------------|---------------|-----|---------------|--------------|-------------|
|             1 | -5.0000000000 |   5 | -2.2432432432 | -15.1108     | 2           |
|             2 | -2.2432432432 |   5 | -1.8566409389 | -10.3384     | 0.386602    |
|             3 | -1.8566409389 |   5 | -1.6019628220 |  -7.63579    | 0.254678    |
|             4 | -1.6019628220 |   5 | -1.4190721468 |  -5.84525    | 0.182891    |
|             5 | -1.4190721468 |   5 | -1.2820565694 |  -4.56095    | 0.137016    |
|             6 | -1.2820565694 |   5 | -1.1769346289 |  -3.59795    | 0.105122    |
|             7 | -1.1769346289 |   5 | -1.0951066677 |  -2.85682    | 0.081828    |
|             8 | -1.0951066677 |   5 | -1.0308194760 |  -2.2774     | 0.0642872   |
|             9 | -1.0308194760 |   5 | -0.9800027391 |  -1.82002    | 0.0508167   |
|            10 | -0.9800027391 |   5 | -0.9396658334 |  -1.45677    | 0.0403369   |
|            11 | -0.9396658334 |   5 | -0.9075540257 |  -1.1672     | 0.0321118   |
|            12 | -0.9075540257 |   5 | -0.8819369576 |  -0.935787   | 0.0256171   |
|            13 | -0.8819369576 |   5 | -0.8614702138 |  -0.750573   | 0.0204667   |
|            14 | -0.8614702138 |   5 | -0.8451001500 |  -0.602185   | 0.0163701   |
|            15 | -0.8451001500 |   5 | -0.8319959014 |  -0.483221   | 0.0131042   |
|            16 | -0.8319959014 |   5 | -0.8214993659 |  -0.387807   | 0.0104965   |
|            17 | -0.8214993659 |   5 | -0.8130875934 |  -0.311258   | 0.00841177  |
|            18 | -0.8130875934 |   5 | -0.8063440378 |  -0.249834   | 0.00674356  |
|            19 | -0.8063440378 |   5 | -0.8009363155 |  -0.200539   | 0.00540772  |
|            20 | -0.8009363155 |   5 | -0.7965988445 |  -0.160974   | 0.00433747  |
|            21 | -0.7965988445 |   5 | -0.7931192014 |  -0.129218   | 0.00347964  |
|            22 | -0.7931192014 |   5 | -0.7903273478 |  -0.103728   | 0.00279185  |
|            23 | -0.7903273478 |   5 | -0.7880870910 |  -0.0832674  | 0.00224026  |
|            24 | -0.7880870910 |   5 | -0.7862892946 |  -0.066843   | 0.0017978   |
|            25 | -0.7862892946 |   5 | -0.7848464719 |  -0.0536586  | 0.00144282  |
|            26 | -0.7848464719 |   5 | -0.7836884703 |  -0.0430749  | 0.001158    |
|            27 | -0.7836884703 |   5 | -0.7827590240 |  -0.0345788  | 0.000929446 |
|            28 | -0.7827590240 |   5 | -0.7820129971 |  -0.0277586  | 0.000746027 |
|            29 | -0.7820129971 |   5 | -0.7814141765 |  -0.0222836  | 0.000598821 |
|            30 | -0.7814141765 |   5 | -0.7809335046 |  -0.0178885  | 0.000480672 |
|            31 | -0.7809335046 |   5 | -0.7805476636 |  -0.0143603  | 0.000385841 |
|            32 | -0.7805476636 |   5 | -0.7802379400 |  -0.011528   | 0.000309724 |
|            33 | -0.7802379400 |   5 | -0.7799893148 |  -0.00925428 | 0.000248625 |
|            34 | -0.7799893148 |   5 | -0.7797897334 |  -0.00742904 | 0.000199581 |
|            35 | -0.7797897334 |   5 | -0.7796295204 |  -0.0059638  | 0.000160213 |
|            36 | -0.7796295204 |   5 | -0.7795009092 |  -0.00478755 | 0.000128611 |
|            37 | -0.7795009092 |   5 | -0.7793976661 |  -0.0038433  | 0.000103243 |
|            38 | -0.7793976661 |   5 | -0.7793147869 |  -0.00308528 | 8.28792e-05 |



Resultados del metodo de la regla falsa para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 5, con una tolerancia de 0.0001

|   Iteraciones |             a |   b |            xm |         f(m) |        Error |
|---------------|---------------|-----|---------------|--------------|--------------|
|             1 | -5.0000000000 |   5 | -2.2432432432 | -15.1108     | 10           |
|             2 | -2.2432432432 |   5 | -1.8566409389 | -10.3384     |  0.386602    |
|             3 | -1.8566409389 |   5 | -1.6019628220 |  -7.63579    |  0.254678    |
|             4 | -1.6019628220 |   5 | -1.4190721468 |  -5.84525    |  0.182891    |
|             5 | -1.4190721468 |   5 | -1.2820565694 |  -4.56095    |  0.137016    |
|             6 | -1.2820565694 |   5 | -1.1769346289 |  -3.59795    |  0.105122    |
|             7 | -1.1769346289 |   5 | -1.0951066677 |  -2.85682    |  0.081828    |
|             8 | -1.0951066677 |   5 | -1.0308194760 |  -2.2774     |  0.0642872   |
|             9 | -1.0308194760 |   5 | -0.9800027391 |  -1.82002    |  0.0508167   |
|            10 | -0.9800027391 |   5 | -0.9396658334 |  -1.45677    |  0.0403369   |
|            11 | -0.9396658334 |   5 | -0.9075540257 |  -1.1672     |  0.0321118   |
|            12 | -0.9075540257 |   5 | -0.8819369576 |  -0.935787   |  0.0256171   |
|            13 | -0.8819369576 |   5 | -0.8614702138 |  -0.750573   |  0.0204667   |
|            14 | -0.8614702138 |   5 | -0.8451001500 |  -0.602185   |  0.0163701   |
|            15 | -0.8451001500 |   5 | -0.8319959014 |  -0.483221   |  0.0131042   |
|            16 | -0.8319959014 |   5 | -0.8214993659 |  -0.387807   |  0.0104965   |
|            17 | -0.8214993659 |   5 | -0.8130875934 |  -0.311258   |  0.00841177  |
|            18 | -0.8130875934 |   5 | -0.8063440378 |  -0.249834   |  0.00674356  |
|            19 | -0.8063440378 |   5 | -0.8009363155 |  -0.200539   |  0.00540772  |
|            20 | -0.8009363155 |   5 | -0.7965988445 |  -0.160974   |  0.00433747  |
|            21 | -0.7965988445 |   5 | -0.7931192014 |  -0.129218   |  0.00347964  |
|            22 | -0.7931192014 |   5 | -0.7903273478 |  -0.103728   |  0.00279185  |
|            23 | -0.7903273478 |   5 | -0.7880870910 |  -0.0832674  |  0.00224026  |
|            24 | -0.7880870910 |   5 | -0.7862892946 |  -0.066843   |  0.0017978   |
|            25 | -0.7862892946 |   5 | -0.7848464719 |  -0.0536586  |  0.00144282  |
|            26 | -0.7848464719 |   5 | -0.7836884703 |  -0.0430749  |  0.001158    |
|            27 | -0.7836884703 |   5 | -0.7827590240 |  -0.0345788  |  0.000929446 |
|            28 | -0.7827590240 |   5 | -0.7820129971 |  -0.0277586  |  0.000746027 |
|            29 | -0.7820129971 |   5 | -0.7814141765 |  -0.0222836  |  0.000598821 |
|            30 | -0.7814141765 |   5 | -0.7809335046 |  -0.0178885  |  0.000480672 |
|            31 | -0.7809335046 |   5 | -0.7805476636 |  -0.0143603  |  0.000385841 |
|            32 | -0.7805476636 |   5 | -0.7802379400 |  -0.011528   |  0.000309724 |
|            33 | -0.7802379400 |   5 | -0.7799893148 |  -0.00925428 |  0.000248625 |
|            34 | -0.7799893148 |   5 | -0.7797897334 |  -0.00742904 |  0.000199581 |
|            35 | -0.7797897334 |   5 | -0.7796295204 |  -0.0059638  |  0.000160213 |
|            36 | -0.7796295204 |   5 | -0.7795009092 |  -0.00478755 |  0.000128611 |
|            37 | -0.7795009092 |   5 | -0.7793976661 |  -0.0038433  |  0.000103243 |
|            38 | -0.7793976661 |   5 | -0.7793147869 |  -0.00308528 |  8.28792e-05 |



Resultados del metodo de la regla falsa para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 0, con una tolerancia de 0.0001

|   Iteraciones |             a |             b |            xm |        f(m) |       Error |
|---------------|---------------|---------------|---------------|-------------|-------------|
|             1 | -5.0000000000 |  0.0000000000 | -0.3636363636 | 3.98497     | 5           |
|             2 | -5.0000000000 | -0.3636363636 | -0.5379609544 | 2.25699     | 0.174325    |
|             3 | -5.0000000000 | -0.5379609544 | -0.6345565571 | 1.3378      | 0.0965956   |
|             4 | -5.0000000000 | -0.6345565571 | -0.6910709313 | 0.809845    | 0.0565144   |
|             5 | -5.0000000000 | -0.6910709313 | -0.7250128596 | 0.495678    | 0.0339419   |
|             6 | -5.0000000000 | -0.7250128596 | -0.7456870778 | 0.305264    | 0.0206742   |
|             7 | -5.0000000000 | -0.7456870778 | -0.7583813278 | 0.188674    | 0.0126942   |
|             8 | -5.0000000000 | -0.7583813278 | -0.7662127404 | 0.116863    | 0.00783141  |
|             9 | -5.0000000000 | -0.7662127404 | -0.7710579192 | 0.0724786   | 0.00484518  |
|            10 | -5.0000000000 | -0.7710579192 | -0.7740607642 | 0.044987    | 0.00300284  |
|            11 | -5.0000000000 | -0.7740607642 | -0.7759237884 | 0.0279368   | 0.00186302  |
|            12 | -5.0000000000 | -0.7759237884 | -0.7770804049 | 0.0173539   | 0.00115662  |
|            13 | -5.0000000000 | -0.7770804049 | -0.7777987558 | 0.010782    | 0.000718351 |
|            14 | -5.0000000000 | -0.7777987558 | -0.7782450213 | 0.00669967  | 0.000446265 |
|            15 | -5.0000000000 | -0.7782450213 | -0.7785223007 | 0.0041633   | 0.000277279 |
|            16 | -5.0000000000 | -0.7785223007 | -0.7786946003 | 0.00258727  | 0.0001723   |
|            17 | -5.0000000000 | -0.7786946003 | -0.7788016726 | 0.00160789  | 0.000107072 |
|            18 | -5.0000000000 | -0.7788016726 | -0.7788682131 | 0.000999265 | 6.65405e-05 |



Resultados del metodo de la regla falsa para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 0, con una tolerancia de 0.0001

|   Iteraciones |             a |             b |            xm |        f(m) |         Error |
|---------------|---------------|---------------|---------------|-------------|---------------|
|             1 | -5.0000000000 |  0.0000000000 | -0.3636363636 | 3.98497     | 100           |
|             2 | -5.0000000000 | -0.3636363636 | -0.5379609544 | 2.25699     |   0.174325    |
|             3 | -5.0000000000 | -0.5379609544 | -0.6345565571 | 1.3378      |   0.0965956   |
|             4 | -5.0000000000 | -0.6345565571 | -0.6910709313 | 0.809845    |   0.0565144   |
|             5 | -5.0000000000 | -0.6910709313 | -0.7250128596 | 0.495678    |   0.0339419   |
|             6 | -5.0000000000 | -0.7250128596 | -0.7456870778 | 0.305264    |   0.0206742   |
|             7 | -5.0000000000 | -0.7456870778 | -0.7583813278 | 0.188674    |   0.0126942   |
|             8 | -5.0000000000 | -0.7583813278 | -0.7662127404 | 0.116863    |   0.00783141  |
|             9 | -5.0000000000 | -0.7662127404 | -0.7710579192 | 0.0724786   |   0.00484518  |
|            10 | -5.0000000000 | -0.7710579192 | -0.7740607642 | 0.044987    |   0.00300284  |
|            11 | -5.0000000000 | -0.7740607642 | -0.7759237884 | 0.0279368   |   0.00186302  |
|            12 | -5.0000000000 | -0.7759237884 | -0.7770804049 | 0.0173539   |   0.00115662  |
|            13 | -5.0000000000 | -0.7770804049 | -0.7777987558 | 0.010782    |   0.000718351 |
|            14 | -5.0000000000 | -0.7777987558 | -0.7782450213 | 0.00669967  |   0.000446265 |
|            15 | -5.0000000000 | -0.7782450213 | -0.7785223007 | 0.0041633   |   0.000277279 |
|            16 | -5.0000000000 | -0.7785223007 | -0.7786946003 | 0.00258727  |   0.0001723   |
|            17 | -5.0000000000 | -0.7786946003 | -0.7788016726 | 0.00160789  |   0.000107072 |
|            18 | -5.0000000000 | -0.7788016726 | -0.7788682131 | 0.000999265 |   6.65405e-05 |



Resultados del metodo de la regla falsa para la funcion x^3+3*x^2+12*x+8 del intervalo -5 a 0, con una tolerancia de 0.0001

|   Iteraciones |             a |             b |            xm |        f(m) |       Error |
|---------------|---------------|---------------|---------------|-------------|-------------|
|             1 | -5.0000000000 |  0.0000000000 | -0.3636363636 | 3.98497     | 5           |
|             2 | -5.0000000000 | -0.3636363636 | -0.5379609544 | 2.25699     | 0.174325    |
|             3 | -5.0000000000 | -0.5379609544 | -0.6345565571 | 1.3378      | 0.0965956   |
|             4 | -5.0000000000 | -0.6345565571 | -0.6910709313 | 0.809845    | 0.0565144   |
|             5 | -5.0000000000 | -0.6910709313 | -0.7250128596 | 0.495678    | 0.0339419   |
|             6 | -5.0000000000 | -0.7250128596 | -0.7456870778 | 0.305264    | 0.0206742   |
|             7 | -5.0000000000 | -0.7456870778 | -0.7583813278 | 0.188674    | 0.0126942   |
|             8 | -5.0000000000 | -0.7583813278 | -0.7662127404 | 0.116863    | 0.00783141  |
|             9 | -5.0000000000 | -0.7662127404 | -0.7710579192 | 0.0724786   | 0.00484518  |
|            10 | -5.0000000000 | -0.7710579192 | -0.7740607642 | 0.044987    | 0.00300284  |
